"table","variable","code","label","note","type"
"collision","local_authority_ons_district","W06000013","Bridgend",,"character"
"collision","local_authority_ons_district","W06000014","Vale of Glamorgan",,"character"
"collision","local_authority_ons_district","W06000015","Cardiff",,"character"
"collision","local_authority_ons_district","W06000016","Rhondda Cynon Taf",,"character"
"collision","local_authority_ons_district","W06000018","Caerphilly",,"character"
"collision","local_authority_ons_district","W06000019","Blaenau Gwent",,"character"
"collision","local_authority_ons_district","W06000020","Torfaen",,"character"
"collision","local_authority_ons_district","W06000021","Monmouthshire",,"character"
"collision","local_authority_ons_district","W06000022","Newport",,"character"
"collision","local_authority_ons_district","W06000023","Powys",,"character"
"collision","local_authority_ons_district","W06000024","Merthyr Tydfil",,"character"
"collision","local_authority_ons_district","-1","Record predates use of local_authority_ons_district",,"character"
"collision","local_authority_highway","E06000001","Hartlepool",,"character"
"collision","local_authority_highway","E06000002","Middlesbrough",,"character"
"collision","local_authority_highway","E06000003","Redcar and Cleveland",,"character"
"collision","local_authority_highway","E06000004","Stockton-on-Tees",,"character"
"collision","local_authority_highway","E06000005","Darlington",,"character"
"collision","local_authority_highway","E06000006","Halton",,"character"
"collision","local_authority_highway","E06000007","Warrington",,"character"
"collision","local_authority_highway","E06000008","Blackburn with Darwen",,"character"
"collision","local_authority_highway","E06000009","Blackpool",,"character"
"collision","local_authority_highway","E06000010","Kingston upon Hull, City of",,"character"
"collision","local_authority_highway","E06000011","East Riding of Yorkshire",,"character"
"collision","local_authority_highway","E06000012","North East Lincolnshire",,"character"
"collision","local_authority_highway","E06000013","North Lincolnshire",,"character"
"collision","local_authority_highway","E06000014","York",,"character"
"collision","local_authority_highway","E06000015","Derby",,"character"
"collision","local_authority_highway","E06000016","Leicester",,"character"
"collision","local_authority_highway","E06000017","Rutland",,"character"
"collision","local_authority_highway","E06000018","Nottingham",,"character"
"collision","local_authority_highway","E06000019","Herefordshire, County of ",,"character"
"collision","local_authority_highway","E06000020","Telford and Wrekin",,"character"
"collision","local_authority_highway","E06000021","Stoke-on-Trent",,"character"
"collision","local_authority_highway","E06000022","Bath and North East Somerset",,"character"
"collision","local_authority_highway","E06000023","Bristol, City of",,"character"
"collision","local_authority_highway","E06000024","North Somerset",,"character"
"collision","local_authority_highway","E06000025","South Gloucestershire",,"character"
"collision","local_authority_highway","E06000026","Plymouth",,"character"
"collision","local_authority_highway","E06000027","Torbay",,"character"
"collision","local_authority_highway","E06000028","Bournemouth",,"character"
"collision","local_authority_highway","E06000029","Poole",,"character"
"collision","local_authority_highway","E06000030","Swindon",,"character"
"collision","local_authority_highway","E06000031","Peterborough",,"character"
"collision","local_authority_highway","E06000032","Luton",,"character"
"collision","local_authority_highway","E06000033","Southend-on-Sea",,"character"
"collision","local_authority_highway","E06000034","Thurrock",,"character"
"collision","local_authority_highway","E06000035","Medway",,"character"
"collision","local_authority_highway","E06000036","Bracknell Forest",,"character"
"collision","local_authority_highway","E06000037","West Berkshire",,"character"
"collision","local_authority_highway","E06000038","Reading",,"character"
"collision","local_authority_highway","E06000039","Slough",,"character"
"collision","local_authority_highway","E06000040","Windsor and Maidenhead",,"character"
"collision","local_authority_highway","E06000041","Wokingham",,"character"
"collision","local_authority_highway","E06000042","Milton Keynes",,"character"
"collision","local_authority_highway","E06000043","Brighton and Hove",,"character"
"collision","local_authority_highway","E06000044","Portsmouth",,"character"
"collision","local_authority_highway","E06000045","Southampton ",,"character"
"collision","local_authority_highway","E06000046","Isle of Wight",,"character"
"collision","local_authority_highway","E06000047","County Durham",,"character"
"collision","local_authority_highway","E06000048","Northumberland",,"character"
"collision","local_authority_highway","E06000049","Cheshire East",,"character"
"collision","local_authority_highway","E06000050","Cheshire West and Chester",,"character"
"collision","local_authority_highway","E06000051","Shropshire",,"character"
"collision","local_authority_highway","E06000052","Cornwall",,"character"
"collision","local_authority_highway","E06000053","Isles of Scilly",,"character"
"collision","local_authority_highway","E06000054","Wiltshire",,"character"
"collision","local_authority_highway","E06000055","Bedford",,"character"
"collision","local_authority_highway","E06000056","Central Bedfordshire",,"character"
"collision","local_authority_highway","E06000057","Northumberland",,"character"
"collision","local_authority_highway","E06000058","Bournemouth, Christchurch and Poole",,"character"
"collision","local_authority_highway","E06000059","Dorset (excluding Christchurch)",,"character"
"collision","local_authority_highway","E06000060","Buckinghamshire",,"character"
"collision","local_authority_highway","E06000061","North Northamptonshire",,"character"
"collision","local_authority_highway","E06000062","West Northamptonshire",,"character"
"collision","local_authority_highway","E08000001","Bolton",,"character"
"collision","local_authority_highway","E08000002","Bury",,"character"
"collision","local_authority_highway","E08000003","Manchester",,"character"
"collision","local_authority_highway","E08000004","Oldham",,"character"
"collision","local_authority_highway","E08000005","Rochdale",,"character"
"collision","local_authority_highway","E08000006","Salford",,"character"
"collision","local_authority_highway","E08000007","Stockport",,"character"
"collision","local_authority_highway","E08000008","Tameside",,"character"
"collision","local_authority_highway","E08000009","Trafford",,"character"
"collision","local_authority_highway","E08000010","Wigan",,"character"
"collision","local_authority_highway","E08000011","Knowsley",,"character"
"collision","local_authority_highway","E08000012","Liverpool",,"character"
"collision","local_authority_highway","E08000013","St. Helens",,"character"
"collision","local_authority_highway","E08000014","Sefton",,"character"
"collision","local_authority_highway","E08000015","Wirral",,"character"
"collision","local_authority_highway","E08000016","Barnsley",,"character"
"collision","local_authority_highway","E08000017","Doncaster",,"character"
"collision","local_authority_highway","E08000018","Rotherham",,"character"
"collision","local_authority_highway","E08000019","Sheffield",,"character"
"collision","local_authority_highway","E08000020","Gateshead",,"character"
"collision","local_authority_highway","E08000021","Newcastle upon Tyne",,"character"
"collision","local_authority_highway","E08000022","North Tyneside",,"character"
"collision","local_authority_highway","E08000023","South Tyneside",,"character"
"collision","local_authority_highway","E08000024","Sunderland",,"character"
"collision","local_authority_highway","E08000025","Birmingham",,"character"
"collision","local_authority_highway","E08000026","Coventry",,"character"
"collision","local_authority_highway","E08000027","Dudley",,"character"
"collision","local_authority_highway","E08000028","Sandwell",,"character"
"collision","local_authority_highway","E08000029","Solihull",,"character"
"collision","local_authority_highway","E08000030","Walsall",,"character"
"collision","local_authority_highway","E08000031","Wolverhampton",,"character"
"collision","local_authority_highway","E08000032","Bradford",,"character"
"collision","local_authority_highway","E08000033","Calderdale",,"character"
"collision","local_authority_highway","E08000034","Kirklees",,"character"
"collision","local_authority_highway","E08000035","Leeds",,"character"
"collision","local_authority_highway","E08000037","Gateshead",,"character"
"collision","local_authority_highway","E08000036","Wakefield",,"character"
"collision","local_authority_highway","E09000001","City of London",,"character"
"collision","local_authority_highway","E09000002","Barking and Dagenham",,"character"
"collision","local_authority_highway","E09000003","Barnet",,"character"
"collision","local_authority_highway","E09000004","Bexley",,"character"
"collision","local_authority_highway","E09000005","Brent",,"character"
"collision","local_authority_highway","E09000006","Bromley",,"character"
"collision","local_authority_highway","E09000007","Camden",,"character"
"collision","local_authority_highway","E09000008","Croydon",,"character"
"collision","local_authority_highway","E09000009","Ealing",,"character"
"collision","local_authority_highway","E09000010","Enfield",,"character"
"collision","local_authority_highway","E09000011","Greenwich",,"character"
"collision","local_authority_highway","E09000012","Hackney",,"character"
"collision","local_authority_highway","E09000013","Hammersmith and Fulham",,"character"
"collision","local_authority_highway","E09000014","Haringey",,"character"
"collision","local_authority_highway","E09000015","Harrow",,"character"
"collision","local_authority_highway","E09000016","Havering",,"character"
"collision","local_authority_highway","E09000017","Hillingdon",,"character"
"collision","local_authority_highway","E09000018","Hounslow",,"character"
"collision","local_authority_highway","E09000019","Islington",,"character"
"collision","local_authority_highway","E09000020","Kensington and Chelsea",,"character"
"collision","local_authority_highway","E09000021","Kingston upon Thames",,"character"
"collision","local_authority_highway","E09000022","Lambeth",,"character"
"collision","local_authority_highway","E09000023","Lewisham",,"character"
"collision","local_authority_highway","E09000024","Merton",,"character"
"collision","local_authority_highway","E09000025","Newham",,"character"
"collision","local_authority_highway","E09000026","Redbridge",,"character"
"collision","local_authority_highway","E09000027","Richmond upon Thames",,"character"
"collision","local_authority_highway","E09000028","Southwark",,"character"
"collision","local_authority_highway","E09000029","Sutton",,"character"
"collision","local_authority_highway","E09000030","Tower Hamlets",,"character"
"collision","local_authority_highway","E09000031","Waltham Forest",,"character"
"collision","local_authority_highway","E09000032","Wandsworth",,"character"
"collision","local_authority_highway","E09000033","Westminster",,"character"
"collision","local_authority_highway","E10000002","Buckinghamshire",,"character"
"collision","local_authority_highway","E10000003","Cambridgeshire",,"character"
"collision","local_authority_highway","E10000006","Cumbria",,"character"
"collision","local_authority_highway","E10000007","Derbyshire",,"character"
"collision","local_authority_highway","E10000008","Devon",,"character"
"collision","local_authority_highway","E10000009","Dorset",,"character"
"collision","local_authority_highway","E10000011","East Sussex",,"character"
"collision","local_authority_highway","E10000012","Essex",,"character"
"collision","local_authority_highway","E10000013","Gloucestershire",,"character"
"collision","local_authority_highway","E10000014","Hampshire",,"character"
"collision","local_authority_highway","E10000015","Hertfordshire",,"character"
"collision","local_authority_highway","E10000016","Kent",,"character"
"collision","local_authority_highway","E10000017","Lancashire",,"character"
"collision","local_authority_highway","E10000018","Leicestershire",,"character"
"collision","local_authority_highway","E10000019","Lincolnshire",,"character"
"collision","local_authority_highway","E10000020","Norfolk",,"character"
"collision","local_authority_highway","E10000021","Northamptonshire",,"character"
"collision","local_authority_highway","E10000023","North Yorkshire",,"character"
"collision","local_authority_highway","E10000024","Nottinghamshire",,"character"
"collision","local_authority_highway","E10000025","Oxfordshire",,"character"
"collision","local_authority_highway","E10000027","Somerset",,"character"
"collision","local_authority_highway","E10000028","Staffordshire",,"character"
"collision","local_authority_highway","E10000029","Suffolk",,"character"
"collision","local_authority_highway","E10000030","Surrey",,"character"
"collision","local_authority_highway","E10000031","Warwickshire",,"character"
"collision","local_authority_highway","E10000032","West Sussex",,"character"
"collision","local_authority_highway","E10000034","Worcestershire",,"character"
"collision","local_authority_highway","EHEATHROW","London Airport (Heathrow)",,"character"
"collision","local_authority_highway","S12000005","Clackmannanshire",,"character"
"collision","local_authority_highway","S12000006","Dumfries & Galloway",,"character"
"collision","local_authority_highway","S12000008","East Ayrshire",,"character"
"collision","local_authority_highway","S12000009","East Dunbartonshire",,"character"
"collision","local_authority_highway","S12000010","East Lothian",,"character"
"collision","local_authority_highway","S12000011","East Renfrewshire",,"character"
"collision","local_authority_highway","S12000013","Na h-Eileanan an Iar (Western Isles)",,"character"
"collision","local_authority_highway","S12000014","Falkirk",,"character"
"collision","local_authority_highway","S12000015","Fife",,"character"
"collision","local_authority_highway","S12000017","Highland",,"character"
"collision","local_authority_highway","S12000018","Inverclyde",,"character"
"collision","local_authority_highway","S12000019","Midlothian",,"character"
"collision","local_authority_highway","S12000020","Moray",,"character"
"collision","local_authority_highway","S12000021","North Ayrshire",,"character"
"collision","local_authority_highway","S12000023","Orkney Islands",,"character"
"collision","local_authority_highway","S12000024","Perth and Kinross",,"character"
"collision","local_authority_highway","S12000026","Scottish Borders",,"character"
"collision","local_authority_highway","S12000027","Shetland Islands",,"character"
"collision","local_authority_highway","S12000028","South Ayrshire",,"character"
"collision","local_authority_highway","S12000029","South Lanarkshire",,"character"
"collision","local_authority_highway","S12000030","Stirling",,"character"
"collision","local_authority_highway","S12000033","Aberdeen City",,"character"
"collision","local_authority_highway","S12000034","Aberdeenshire",,"character"
"collision","local_authority_highway","S12000035","Argyll & Bute",,"character"
"collision","local_authority_highway","S12000036","Edinburgh, City of",,"character"
"collision","local_authority_highway","S12000038","Renfrewshire",,"character"
"collision","local_authority_highway","S12000039","West Dunbartonshire",,"character"
"collision","local_authority_highway","S12000040","West Lothian",,"character"
"collision","local_authority_highway","S12000041","Angus",,"character"
"collision","local_authority_highway","S12000042","Dundee City",,"character"
"collision","local_authority_highway","S12000043","Glasgow City",,"character"
"collision","local_authority_highway","S12000044","North Lanarkshire",,"character"
"collision","local_authority_highway","S12000045","East Dunbartonshire",,"character"
"collision","local_authority_highway","S12000047","Fife",,"character"
"collision","local_authority_highway","S12000048","Perth and Kinross",,"character"
"collision","local_authority_highway","S12000049","Glasgow City",,"character"
"collision","local_authority_highway","S12000050","North Lanarkshire",,"character"
"collision","local_authority_highway","W06000001","Isle of Anglesey",,"character"
"collision","local_authority_highway","W06000002","Gwynedd",,"character"
"collision","local_authority_highway","W06000003","Conwy",,"character"
"collision","local_authority_highway","W06000004","Denbighshire",,"character"
"collision","local_authority_highway","W06000005","Flintshire",,"character"
"collision","local_authority_highway","W06000006","Wrexham",,"character"
"collision","local_authority_highway","W06000008","Ceredigion",,"character"
"collision","local_authority_highway","W06000009","Pembrokeshire",,"character"
"collision","local_authority_highway","W06000010","Carmarthenshire",,"character"
"collision","local_authority_highway","W06000011","Swansea",,"character"
"collision","local_authority_highway","W06000012","Neath Port Talbot",,"character"
"collision","local_authority_highway","W06000013","Bridgend",,"character"
"collision","local_authority_highway","W06000014","The Vale of Glamorgan",,"character"
"collision","local_authority_highway","W06000015","Cardiff",,"character"
"collision","local_authority_highway","W06000016","Rhondda, Cynon, Taff",,"character"
"collision","local_authority_highway","W06000018","Caerphilly",,"character"
"collision","local_authority_highway","W06000019","Blaenau Gwent",,"character"
"collision","local_authority_highway","W06000020","Torfaen",,"character"
"collision","local_authority_highway","W06000021","Monmouthshire",,"character"
"collision","local_authority_highway","W06000022","Newport",,"character"
"collision","local_authority_highway","W06000023","Powys",,"character"
"collision","local_authority_highway","W06000024","Merthyr Tydfil",,"character"
"collision","local_authority_highway","-1","Record predates use of local_authority_highway codes",,"character"
"collision","local_authority_highway_current","See latest ONS code list","https://geoportal.statistics.gov.uk/search?q=NAC_CTYUA&sort=Date%20Created%7Ccreated%7Cdesc","Field introdcued with 2024 data and maps all collisions to the lastest ONS boundaries (back to 2004) based on the recorded collision location","character"
"collision","first_road_class","1","Motorway",,"character"
"collision","first_road_class","2","A(M)",,"character"
"collision","first_road_class","3","A",,"character"
"collision","first_road_class","4","B",,"character"
"collision","first_road_class","5","C",,"character"
"collision","first_road_class","6","Unclassified",,"character"
"collision","first_road_class","-1","Data missing or out of range",,"character"
"collision","first_road_number","1 to 9999","Number range",,"character"
"collision","first_road_number","-1","Unknown",,"character"
"collision","first_road_number","0","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero ",,"character"
"collision","road_type","1","Roundabout",,"character"
"collision","road_type","2","One way street",,"character"
"collision","road_type","3","Dual carriageway",,"character"
"collision","road_type","6","Single carriageway",,"character"
"collision","road_type","7","Slip road",,"character"
"collision","road_type","9","Unknown",,"character"
"collision","road_type","12","One way street/Slip road",,"character"
"collision","road_type","-1","Data missing or out of range",,"character"
"collision","speed_limit",,,"20,30,40,50,60,70 are the only valid speed limits on public highways","character"
"collision","speed_limit","-1","Data missing or out of range",,"character"
"collision","speed_limit","99","unknown (self reported)",,"character"
"collision","junction_detail_historic","0","Not at junction or within 20 metres","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","1","Roundabout","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","2","Mini-roundabout","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","3","T or staggered junction","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","5","Slip road","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","6","Crossroads","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","7","More than 4 arms (not roundabout)","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","8","Private drive or entrance","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","9","Other junction","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","99","unknown (self reported)","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail_historic","-1","Data missing or out of range","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","junction_detail","0","Not at junction or within 20 metres","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","junction_detail","13","T or staggered junction","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","junction_detail","16","Crossroads","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","junction_detail","17","Junction with more than four arms (not roundabout)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","junction_detail","18","Using private drive or entrance","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","junction_detail","99","unknown (self reported)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","junction_detail","-1","Data missing or out of range","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","junction_control","0","Not at junction or within 20 metres",,"character"
"collision","junction_control","1","Authorised person",,"character"
"collision","junction_control","2","Auto traffic signal",,"character"
"collision","junction_control","3","Stop sign",,"character"
"collision","junction_control","4","Give way or uncontrolled",,"character"
"collision","junction_control","-1","Data missing or out of range",,"character"
"collision","junction_control","9","unknown (self reported)",,"character"
"collision","second_road_class","0","Not at junction or within 20 metres",,"character"
"collision","second_road_class","1","Motorway",,"character"
"collision","second_road_class","2","A(M)",,"character"
"collision","second_road_class","3","A",,"character"
"collision","second_road_class","4","B",,"character"
"collision","second_road_class","5","C",,"character"
"collision","second_road_class","6","Unclassified",,"character"
"collision","second_road_class","9","Unknown (self rep only)",,"character"
"collision","second_road_class","-1","Data missing or out of range",,"character"
"collision","second_road_number","1 to 9999","Number range",,"character"
"collision","second_road_number","-1","Unknown",,"character"
"collision","second_road_number","0","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero ",,"character"
"collision","pedestrian_crossing_human_control_historic","0","None within 50 metres ","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_human_control_historic","1","Control by school crossing patrol","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_human_control_historic","2","Control by other authorised person","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_human_control_historic","-1","Data missing or out of range","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_human_control_historic","9","unknown (self reported)","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_physical_facilities_historic","0","No physical crossing facilities within 50 metres","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_physical_facilities_historic","1","Zebra","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_physical_facilities_historic","4","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_physical_facilities_historic","5","Pedestrian phase at traffic signal junction","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_physical_facilities_historic","7","Footbridge or subway","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_physical_facilities_historic","8","Central refuge","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_physical_facilities_historic","-1","Data missing or out of range","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing_physical_facilities_historic","9","unknown (self reported)","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","pedestrian_crossing","0","No physical crossing facility within 50m","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","pedestrian_crossing","11","Human crossing control by school crossing patrol","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","pedestrian_crossing","12","Human crossing control by other authorised person","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","pedestrian_crossing","13","Zebra crossing","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","pedestrian_crossing","14","Pedestrian light crossing (pelican or puffin or toucan or similar)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","pedestrian_crossing","15","Pedestrian phase at traffic signal","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","pedestrian_crossing","16","Footbridge or subway","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","pedestrian_crossing","17","Central refuge - no other controls","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","pedestrian_crossing","99","unknown (self reported)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","pedestrian_crossing","-1","Data missing or out of range","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","light_conditions","1","Daylight",,"character"
"collision","light_conditions","4","Darkness - lights lit",,"character"
"collision","light_conditions","5","Darkness - lights unlit",,"character"
"collision","light_conditions","6","Darkness - no lighting",,"character"
"collision","light_conditions","7","Darkness - lighting unknown",,"character"
"collision","light_conditions","-1","Data missing or out of range",,"character"
"collision","weather_conditions","1","Fine no high winds",,"character"
"collision","weather_conditions","2","Raining no high winds",,"character"
"collision","weather_conditions","3","Snowing no high winds",,"character"
"collision","weather_conditions","4","Fine + high winds",,"character"
"collision","weather_conditions","5","Raining + high winds",,"character"
"collision","weather_conditions","6","Snowing + high winds",,"character"
"collision","weather_conditions","7","Fog or mist",,"character"
"collision","weather_conditions","8","Other",,"character"
"collision","weather_conditions","9","Unknown",,"character"
"collision","weather_conditions","-1","Data missing or out of range",,"character"
"collision","road_surface_conditions","1","Dry",,"character"
"collision","road_surface_conditions","2","Wet or damp",,"character"
"collision","road_surface_conditions","3","Snow",,"character"
"collision","road_surface_conditions","4","Frost or ice",,"character"
"collision","road_surface_conditions","5","Flood over 3cm. deep",,"character"
"collision","road_surface_conditions","6","Oil or diesel",,"character"
"collision","road_surface_conditions","7","Mud",,"character"
"collision","road_surface_conditions","-1","Data missing or out of range",,"character"
"collision","road_surface_conditions","9","unknown (self reported)",,"character"
"collision","special_conditions_at_site","0","None",,"character"
"collision","special_conditions_at_site","1","Auto traffic signal - out",,"character"
"collision","special_conditions_at_site","2","Auto signal part defective",,"character"
"collision","special_conditions_at_site","3","Road sign or marking defective or obscured",,"character"
"collision","special_conditions_at_site","4","Roadworks",,"character"
"collision","special_conditions_at_site","5","Road surface defective",,"character"
"collision","special_conditions_at_site","6","Oil or diesel",,"character"
"collision","special_conditions_at_site","7","Mud",,"character"
"collision","special_conditions_at_site","-1","Data missing or out of range",,"character"
"collision","special_conditions_at_site","9","unknown (self reported)",,"character"
"collision","carriageway_hazards_historic","0","None","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards_historic","1","Vehicle load on road","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards_historic","2","Other object on road","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards_historic","3","Previous accident","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards_historic","4","Dog on road","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards_historic","5","Other animal on road","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards_historic","6","Pedestrian in carriageway - not injured","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards_historic","7","Any animal in carriageway (except ridden horse)","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards_historic","-1","Data missing or out of range","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards_historic","9","unknown (self reported)","data collected in the 2011 STATS19 specification (or earlier)","character"
"collision","carriageway_hazards","0","None","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","11","Defective traffic signals","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","12","Permanent road signing or markings defective or obscured or inadequate","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","13","Roadworks","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","14","Oil or diesel","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","15","Mud","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","16","Dislodged vehicle load in carriageway","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","17","Other object in carriageway","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","18","Involvement with previous collision","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","19","Pedestrian in carriageway - not injured","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","20","Any animal in carriageway (except ridden horse)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","21","Poor or defective road surface","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","-1","Data missing or out of range","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","carriageway_hazards","99","unknown (self reported)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"collision","urban_or_rural_area","1","Urban","field introduced in 1994","character"
"collision","urban_or_rural_area","2","Rural","field introduced in 1994","character"
"collision","urban_or_rural_area","3","Unallocated","field introduced in 1994","character"
"collision","urban_or_rural_area","-1","Data missing or out of range","field introduced in 1994","character"
"collision","did_police_officer_attend_scene_of_collision","1","Yes",,"character"
"collision","did_police_officer_attend_scene_of_collision","2","No",,"character"
"collision","did_police_officer_attend_scene_of_collision","3","No - accident was reported using a self completion  form (self rep only)",,"character"
"collision","did_police_officer_attend_scene_of_collision","-1","Data missing or out of range",,"character"
"collision","did_police_officer_attend_scene_of_accident","1","Yes",,"character"
"collision","did_police_officer_attend_scene_of_accident","2","No",,"character"
"collision","did_police_officer_attend_scene_of_accident","3","No - accident was reported using a self completion  form (self rep only)",,"character"
"collision","did_police_officer_attend_scene_of_accident","-1","Data missing or out of range",,"character"
"collision","trunk_road_flag","1","Trunk (Roads managed by Highways England)",,"character"
"collision","trunk_road_flag","2","Non-trunk",,"character"
"collision","trunk_road_flag","-1","Data missing or out of range",,"character"
"collision","lsoa_of_collision_location",,,"England and Wales only. See Office for National Statistics (ONS) guidance: https://www.ons.gov.uk/methodology/geography/ukgeographies/censusgeography","character"
"collision","lsoa_of_accident_location",,,"England and Wales only. See Office for National Statistics (ONS) guidance: https://www.ons.gov.uk/methodology/geography/ukgeographies/censusgeography","character"
"collision","collision_injury_based","0","Based on severity reporting",,"character"
"collision","collision_injury_based","1","Based on Injury code reporting",,"character"
"collision","collision_adjusted_serious",,,,"numeric"
"collision","collision_adjusted_slight",,,,"numeric"
"vehicle","collision_index",,,"unique value for each collision. The collision_index combines the collision_year and collision_ref_no to form a unique ID. It can be used to join to Vehicle and Casualty","character"
"vehicle","collision_year",,,,"numeric"
"vehicle","collision_ref_no",,,"In year id used by the police to reference a collision. It is not unique outside of the year, use collision_index for linking to other years","character"
"vehicle","vehicle_reference",,,"unique value for each vehicle in a singular accident. Can be used to join a Casualty to a vehicle","character"
"vehicle","vehicle_type","1","Pedal cycle",,"character"
"vehicle","vehicle_type","2","Motorcycle 50cc and under",,"character"
"vehicle","vehicle_type","3","Motorcycle 125cc and under","category introduced in 1999 specification","character"
"vehicle","vehicle_type","4","Motorcycle over 125cc and up to 500cc","category introduced in 2005 specification","character"
"vehicle","vehicle_type","5","Motorcycle over 500cc","category introduced in 2005 specification","character"
"vehicle","vehicle_type","8","Taxi/Private hire car","category introduced in 2005 specification","character"
"vehicle","vehicle_type","9","Car","category introduced in 2005 specification","character"
"vehicle","vehicle_type","10","Minibus (8 - 16 passenger seats)","category introduced in 1999 specification","character"
